-1.000000 0.000000 1.000000
1.000000 0.000000 1.000000
-1.000000 0.000000 -1.000000
1.000000 0.000000 -1.000000
-1.000000 0.000000 -0.750000
-1.000000 0.000000 -0.500000
-1.000000 0.000000 -0.250000
-1.000000 0.000000 0.000000
-1.000000 0.000000 0.250000
-1.000000 0.000000 0.500000
-1.000000 0.000000 0.750000
-0.750000 0.000000 1.000000
-0.500000 0.000000 1.000000
-0.250000 0.000000 1.000000
0.000000 0.000000 1.000000
0.250000 0.000000 1.000000
0.500000 0.000000 1.000000
0.750000 0.000000 1.000000
1.000000 0.000000 0.750000
1.000000 0.000000 0.500000
1.000000 0.000000 0.250000
1.000000 0.000000 0.000000
1.000000 0.000000 -0.250000
1.000000 0.000000 -0.500000
1.000000 0.000000 -0.750000
0.750000 0.000000 -1.000000
0.500000 0.000000 -1.000000
0.250000 0.000000 -1.000000
0.000000 0.000000 -1.000000
-0.250000 0.000000 -1.000000
-0.500000 0.000000 -1.000000
-0.750000 0.000000 -1.000000
-0.750000 0.000000 0.750000
-0.500000 0.000000 0.750000
-0.250000 0.000000 0.750000
0.000000 0.000000 0.750000
0.250000 0.000000 0.750000
0.500000 0.000000 0.750000
0.750000 0.000000 0.750000
-0.750000 0.000000 0.500000
-0.500000 0.000000 0.500000
-0.250000 0.000000 0.500000
0.000000 0.000000 0.500000
0.250000 0.000000 0.500000
0.500000 0.000000 0.500000
0.750000 0.000000 0.500000
-0.750000 0.000000 0.250000
-0.500000 0.000000 0.250000
-0.250000 0.000000 0.250000
0.000000 0.000000 0.250000
0.250000 0.000000 0.250000
0.500000 0.000000 0.250000
0.750000 0.000000 0.250000
-0.750000 0.000000 0.000000
-0.500000 0.000000 0.000000
-0.250000 0.000000 0.000000
0.000000 0.000000 0.000000
0.250000 0.000000 0.000000
0.500000 0.000000 0.000000
0.750000 0.000000 0.000000
-0.750000 0.000000 -0.250000
-0.500000 0.000000 -0.250000
-0.250000 0.000000 -0.250000
0.000000 0.000000 -0.250000
0.250000 0.000000 -0.250000
0.500000 0.000000 -0.250000
0.750000 0.000000 -0.250000
-0.750000 0.000000 -0.500000
-0.500000 0.000000 -0.500000
-0.250000 0.000000 -0.500000
0.000000 0.000000 -0.500000
0.250000 0.000000 -0.500000
0.500000 0.000000 -0.500000
0.750000 0.000000 -0.500000
-0.750000 0.000000 -0.750000
-0.500000 0.000000 -0.750000
-0.250000 0.000000 -0.750000
0.000000 0.000000 -0.750000
0.250000 0.000000 -0.750000
0.500000 0.000000 -0.750000
0.750000 0.000000 -0.750000
-0.025652 0.750260 0.246133
-0.167989 0.818998 -0.022521
-0.019503 0.708830 0.258108
-0.182174 0.787388 -0.048926
-0.002099 0.667749 0.257751
-0.180021 0.753672 -0.078067
-0.061250 0.675156 0.210258
-0.175628 0.730392 -0.005625
-0.065552 0.714142 0.222512
-0.179930 0.769378 0.006629
-0.050583 0.753837 0.224738
-0.164961 0.809073 0.008855
-0.058029 0.771253 0.200848
-0.146990 0.814214 0.032940
-0.077751 0.746334 0.175861
-0.143837 0.778248 0.051128
-0.078443 0.716670 0.149263
-0.129278 0.741220 0.053315
-0.043933 0.768193 0.111871
-0.069350 0.780468 0.063897
-0.049411 0.785570 0.145052
-0.095162 0.807664 0.058699
-0.042845 0.791774 0.185138
-0.121639 0.829825 0.036419
-0.015468 0.809192 0.188006
-0.104429 0.852153 0.020097
-0.000736 0.814986 0.152622
-0.066821 0.846900 0.027890
